nom,dateOfBirth,placeOfBirthLabel,dateOfDeath,placeOfDeathLabel,positions
Jan Boeckhorst,1604-01-01T00:00:00Z,Münster,1668-04-21T00:00:00Z,Anvers,
Guillaume III Le Maire,,,,,"évêque catholique, évêque diocésain"
Jean Le Maistre,1505-01-01T00:00:00Z,,1596-01-01T00:00:00Z,Paris,
Pierre Le Mercier,,,,,
Jean Lemoine,1250-01-01T00:00:00Z,Crécy-en-Ponthieu,1313-08-22T00:00:00Z,Avignon,"évêque catholique, camerlingue du Sacré Collège"
Jean-Baptiste Delille,1912-12-24T00:00:00Z,Haveluy,1993-06-07T00:00:00Z,,
Jean MacArthur,1898-12-28T00:00:00Z,Nashville,2000-01-22T00:00:00Z,Manhattan,
Pierre Malet,1955-09-03T00:00:00Z,Bayonne,,,
Pierre Mallet,1962-03-16T00:00:00Z,,,,"conseiller départemental des Landes, maire de Benquet, conseiller municipal de Benquet, conseiller communautaire de Mont-de-Marsan Agglomération"
Peter Marchant,1585-01-01T00:00:00Z,Couvin,1661-11-11T00:00:00Z,Gand,
Jean de Marigny,1250-01-01T00:00:00Z,,1351-12-27T00:00:00Z,,archevêque
Jean Martin Petit,1772-07-22T00:00:00Z,Paris,1856-06-08T00:00:00Z,Paris,"sénateur du Second Empire, Pair de France"
Jean Martin Petit,1772-07-22T00:00:00Z,Paris,1856-06-08T00:00:00Z,Paris,"sénateur du Second Empire, Pair de France"
Pierre Louis Moreau de Maupertuis,1698-07-17T00:00:00Z,Saint-Malo,1759-07-27T00:00:00Z,Bâle,"président, fauteuil 8 de l'Académie française"
Gerbert de Montreuil,1300-01-01T00:00:00Z,Montreuil,1300-01-01T00:00:00Z,,
Christophe Moreau,1971-04-12T00:00:00Z,Vervins,,,
Yvon-Joseph Moreau,1941-12-29T00:00:00Z,,,,"évêque catholique, évêque diocésain"
Jean Morel,1854-10-10T00:00:00Z,Nandax,1927-02-07T00:00:00Z,Paris,"député, sénateur"
Pierre de Navarre,1366-03-31T00:00:00Z,Évreux,1412-07-29T00:00:00Z,Sancerre,
Jean de Nesle-Offémont,1288-01-01T00:00:00Z,,1352-05-25T00:00:00Z,,
Jean Neveu,1955-05-21T00:00:00Z,,,,"maire de Diéval, conseiller municipal de Diéval, conseiller communautaire de Béthune-Bruay, Artois-Lys Romane"
Pierre-Ossian Bonnet,1819-12-22T00:00:00Z,Montpellier,1892-06-22T00:00:00Z,Paris,président
Jean Parisot de La Valette,1494-01-01T00:00:00Z,La Valette-du-Var,1568-08-21T00:00:00Z,Malte,
Jean-Philippe de Schönborn,1605-08-06T00:00:00Z,Weilmünster,1673-02-12T00:00:00Z,Wurtzbourg,"prince-électeur, évêque catholique, évêque diocésain, archevêque de Mayence, archevêque catholique"
Jean-Philippe de Schönborn,1605-08-06T00:00:00Z,Weilmünster,1673-02-12T00:00:00Z,Wurtzbourg,"prince-électeur, évêque catholique, évêque diocésain, archevêque de Mayence, archevêque catholique"
Q6171770,,,1304-01-01T00:00:00Z,Pérouse,
Q6171770,,,1304-01-01T00:00:00Z,Pérouse,
Jean Pinel,1899-08-06T00:00:00Z,,1992-12-07T00:00:00Z,,"chef de cabinet, Trésorier-payeur général, préfet de Meurthe-et-Moselle, Préfet du Territoire de Belfort, Préfet de la Côte-d'Or, Sous-préfet de Clamecy, Sous-préfet de Vendôme"
Jean de Portugal,1400-01-21T00:00:00Z,Santarém,1442-10-27T00:00:00Z,Alcácer do Sal,Q67049334
Jean Rigault,1915-03-21T00:00:00Z,,2013-05-20T00:00:00Z,,
Georges Guillaume Roger,1867-01-01T00:00:00Z,Paris,1943-01-01T00:00:00Z,,
Grégoire XI,1329-01-01T00:00:00Z,Rosiers-d'Égletons,1378-04-04T00:00:00Z,Rome,pape
Thomas G. Rosenmeyer,1920-04-03T00:00:00Z,Hambourg,2007-02-06T00:00:00Z,Oakland,président de la Society for Classical Studies
Jean de Roye,1425-01-01T00:00:00Z,,1495-01-01T00:00:00Z,,
Guillaume de Saulx,1553-01-01T00:00:00Z,,1633-01-01T00:00:00Z,,
Robin Thomas,1949-02-12T00:00:00Z,Pittsfield,,,
Pierre Vaillant,1878-01-01T00:00:00Z,,1927-01-01T00:00:00Z,,maire de Monchecourt
Jean Vallette d'Osia,1898-08-16T00:00:00Z,Rennes,2000-02-28T00:00:00Z,Annecy-le-Vieux,
Jean Véronis,1955-06-03T00:00:00Z,Toulon,2013-09-08T00:00:00Z,,
Q64626955,,,,,
Vivien Leidet,1736-09-16T00:00:00Z,,,,
Nicolas Bonnet,1721-03-25T00:00:00Z,Tréon,1793-11-12T00:00:00Z,Chartres,évêque constitutionnel
Jean Bureau,1390-01-01T00:00:00Z,Semoine,1463-07-05T00:00:00Z,Paris,"prévôt des marchands de Paris, Grand maître de l'artillerie de France, maire de Bordeaux"
Jean Chevrin,1928-08-11T00:00:00Z,Chauny,1987-05-31T00:00:00Z,Rouen,
Pierre des Essarts,1350-01-01T00:00:00Z,,1413-07-10T00:00:00Z,Paris,prévôt de Paris
Pierre Philippart,1943-09-02T00:00:00Z,,,,"maire de Bretteville, conseiller municipal de Bretteville"
Andouin Aubert,1300-01-01T00:00:00Z,France,1363-05-10T00:00:00Z,Avignon,"doyen du Collège des cardinaux, évêque catholique, évêque diocésain, cardinal-évêque"
Louis de Navarre,1341-01-01T00:00:00Z,,1376-01-01T00:00:00Z,Pouilles,Q6412197
Geoffroy de Boulogne,,,1095-01-01T00:00:00Z,,"évêque, évêque de Paris"
Guillaume Chartier,1395-01-01T00:00:00Z,Bayeux,1472-05-10T00:00:00Z,Paris,"évêque catholique, évêque diocésain, évêque de Paris"
Jean Courtecuisse,1350-01-01T00:00:00Z,Le Mans,1423-03-04T00:00:00Z,Genève,évêque
Antoine Crespin,,,1472-10-15T00:00:00Z,Rouen,archevêque de Narbonne
Jacques du Chastelier,1350-01-01T00:00:00Z,,1438-11-02T00:00:00Z,Paris,évêque
Denis du Moulin,,Meaux,1447-09-15T00:00:00Z,Paris,"archevêque, évêque diocésain, archevêque catholique"
Pierre de La Forest,1305-01-01T00:00:00Z,France,1361-06-07T00:00:00Z,Avignon,"cardinal, archevêque"
Pierre Lombart,1613-01-01T00:00:00Z,Paris,1682-01-01T00:00:00Z,Paris,
Jean de Meulan,1283-01-01T00:00:00Z,Saint-Quentin,1363-11-22T00:00:00Z,,évêque
Guillaume de Montfort,1400-01-01T00:00:00Z,Dinan,1432-09-27T00:00:00Z,Sienne,"cardinal, évêque catholique, évêque diocésain"
Jean de Nant,,Bourgogne-Franche-Comté,1426-10-07T00:00:00Z,Paris,"abbé, archevêque de Vienne"
Pierre d'Orgemont,1315-01-01T00:00:00Z,Lagny-sur-Marne,1389-06-03T00:00:00Z,Paris,
Q64761969,,,1223-11-30T00:00:00Z,,"évêque catholique, évêque diocésain"
Jean-Simon de Champigny,1450-01-01T00:00:00Z,Paris,1502-01-01T00:00:00Z,Paris,évêque
Odon de Sully,1166-01-01T00:00:00Z,,1208-07-20T00:00:00Z,,évêque de Paris
Maurice de Sully,1110-01-01T00:00:00Z,Sully-sur-Loire,1196-09-18T00:00:00Z,Paris,"évêque catholique, évêque diocésain, évêque de Paris"
Q19871164,1601-01-01T00:00:00Z,,,,
Q75290780,,,,,
Nicolas de Bec-Crespin,1201-01-01T00:00:00Z,Normandie,1318-08-30T00:00:00Z,Avignon,"cardinal, évêque catholique"
Louis du Bellay,1445-01-01T00:00:00Z,,1504-01-01T00:00:00Z,,
Louis du Bellay,1445-01-01T00:00:00Z,,1504-01-01T00:00:00Z,,
Q17130928,1609-01-01T00:00:00Z,,1660-10-09T00:00:00Z,,
Jacques Jouvenel des Ursins,1410-10-14T00:00:00Z,,1457-03-12T00:00:00Z,,archevêque
Guillaume de La Jugie,1317-01-01T00:00:00Z,France,1374-04-28T00:00:00Z,Avignon,"cardinal, évêque catholique"
Henri Dauphin,1296-01-01T00:00:00Z,t1617491408,1328-01-01T00:00:00Z,t1617491453,évêque de Metz
Gilles de Lorris,1334-01-01T00:00:00Z,,1388-11-28T00:00:00Z,,évêque
Jean de Meulan,1283-01-01T00:00:00Z,Saint-Quentin,1363-11-22T00:00:00Z,,évêque
Gilles Rigaud de Ruffiac,,Rouffiac,1353-09-10T00:00:00Z,Paris,cardinal
Grégoire XI,1329-01-01T00:00:00Z,Rosiers-d'Égletons,1378-04-04T00:00:00Z,Rome,pape
Jean-Simon de Champigny,1450-01-01T00:00:00Z,Paris,1502-01-01T00:00:00Z,Paris,évêque
Pierre de Villaines,,Bayeux,1360-09-03T00:00:00Z,,évêque
Robert de Bardis,,,,,
Jean Ier de Châtillon,1345-02-05T00:00:00Z,Jugon-les-Lacs,1404-01-16T00:00:00Z,Lamballe,
Robert Ciboule,1403-01-01T00:00:00Z,,1458-01-01T00:00:00Z,Paris,
Jean Courtecuisse,1350-01-01T00:00:00Z,Le Mans,1423-03-04T00:00:00Z,Genève,évêque
Renaud de Fontaines,,Champagne,1442-09-14T00:00:00Z,,"évêque catholique, évêque diocésain"
Nicolas de Saint-Saturnin,,Auvergne,1382-01-23T00:00:00Z,Avignon,cardinal
Jean de Vienne de Hautefeuille,1877-04-02T00:00:00Z,Douai,1957-09-21T00:00:00Z,France,"évêque catholique, évêque titulaire, évêque diocésain, vicaire apostolique"
Giovanni Colonna,1295-01-01T00:00:00Z,Rome,1348-07-11T00:00:00Z,Avignon,"cardinal, évêque catholique"
Guillaume Alexandre Tronson,1750-11-18T00:00:00Z,Reims,1798-05-27T00:00:00Z,Sinnamary,Membre du Conseil des Anciens
Andry-Farcy,1882-05-18T00:00:00Z,Charleville,1950-07-05T00:00:00Z,Grenoble,
Andouin Aubert,1300-01-01T00:00:00Z,France,1363-05-10T00:00:00Z,Avignon,"doyen du Collège des cardinaux, évêque catholique, évêque diocésain, cardinal-évêque"
Guy Aubert de Trégomain,1774-12-15T00:00:00Z,Montauban-de-Bretagne,1860-12-06T00:00:00Z,Rennes,député
Louis Ier de Bar,t1683939442,France,1430-07-02T00:00:00Z,Varennes-en-Argonne,"cardinal, évêque catholique, évêque diocésain, évêque de Verdun, évêque de Châlons-en-Champagne, évêque de Langres, évêque de Poitiers"
Robert de Bardis,,,,,
Jean Basin,1401-01-01T00:00:00Z,Sandaucourt,1523-01-01T00:00:00Z,,
Q68863282,,,,,"évêque catholique, évêque diocésain"
Q16243704,1657-10-02T00:00:00Z,,1732-01-01T00:00:00Z,,
Pierre-Maurand-Valéry-Joseph Becquet de Mégille,1777-01-13T00:00:00Z,Lille,1837-07-26T00:00:00Z,château de Roucourt,"sous-préfet, maire de Douai"
Pierre de Belleperche,1230-01-01T00:00:00Z,Villeneuve-sur-Allier,1308-01-17T00:00:00Z,Paris,évêque
Q19871164,1601-01-01T00:00:00Z,,,,
Guillaume Bertrand,,,1356-05-19T00:00:00Z,,évêque
Pierre Bertrand,1926-07-06T00:00:00Z,Liège,2014-08-11T00:00:00Z,Liège,"député, sénateur"
Nicolas de Besse,1320-01-01T00:00:00Z,France,1369-11-05T00:00:00Z,Rome,"cardinal, évêque de Limoges"
Q56804673,,,,,
Jean de Blangy,,,1344-03-13T00:00:00Z,,évêque
Jean Ier de Châtillon,1345-02-05T00:00:00Z,Jugon-les-Lacs,1404-01-16T00:00:00Z,Lamballe,
Jacques de Bourges,1634-01-01T00:00:00Z,,1714-08-09T00:00:00Z,,"évêque catholique, évêque titulaire, vicaire apostolique"
Jean de Dreux,1198-01-01T00:00:00Z,,1239-11-01T00:00:00Z,Palestine,
Jean Braquet,1922-05-06T00:00:00Z,Luxembourg,,,
Nicolas Braque,,,,,
Guillaume de Brosse,,,1338-01-01T00:00:00Z,,"évêque du Puy-en-Velay, archevêque de Sens, archevêque de Bourges, évêque de Meaux"
Guillaume de Cambrai,1430-01-01T00:00:00Z,Bourges,1505-08-31T00:00:00Z,Bourges,archevêque catholique
Q64781108,,,,,"évêque catholique, évêque diocésain"
Gaston,1935-05-01T00:00:00Z,Wattrelos,,,
Ferric Cassinel,1400-01-01T00:00:00Z,,1390-05-26T00:00:00Z,Nîmes,"évêque, archevêque"
Q61483794,,,,,
Pierre de Castelnau-Bretenoux,1298-01-01T00:00:00Z,,1333-03-18T00:00:00Z,Paris,évêque
Pierre de Cerisay,,,1507-01-01T00:00:00Z,,
Q2155407,,,,,
Pierre de Chappes,,Villemeux-sur-Eure,1336-03-24T00:00:00Z,Avignon,"évêque, évêque catholique"
Guillaume Chartier,1395-01-01T00:00:00Z,Bayeux,1472-05-10T00:00:00Z,Paris,"évêque catholique, évêque diocésain, évêque de Paris"
Bertrand de Chanac,,Allassac,1401-05-21T00:00:00Z,Avignon,archevêque
Bertrand de Chanac,,Allassac,1401-05-21T00:00:00Z,Avignon,archevêque
Jean de Cherchemont,1303-01-01T00:00:00Z,Poitiers,1373-01-01T00:00:00Z,Amiens,évêque
Alphonse Chevrier,,,1377-07-26T00:00:00Z,,évêque
Robert Ciboule,1403-01-01T00:00:00Z,,1458-01-01T00:00:00Z,Paris,
Q75290780,,,,,
Gontier Col,1350-01-01T00:00:00Z,,1418-01-01T00:00:00Z,,secrétaire du roi
Pierre Colliard,1852-04-30T00:00:00Z,Jons,1925-05-19T00:00:00Z,Jons,"député, ministre du Travail"
Jean de Corbie,1350-01-01T00:00:00Z,,,,évêque
Jean de Cornouailles,1150-01-01T00:00:00Z,,,,
Thomas de Courcelles,1400-01-01T00:00:00Z,France,1469-10-23T00:00:00Z,Paris,cardinal
Jean Courtecuisse,1350-01-01T00:00:00Z,Le Mans,1423-03-04T00:00:00Z,Genève,évêque
Pierre Courtin,1921-01-20T00:00:00Z,Orléans,2012-09-14T00:00:00Z,Maisons-Laffitte,
Simon Cousin,1957-02-26T00:00:00Z,,,,"maire de Laparrouquial, conseiller municipal de Cordes-sur-Ciel, conseiller municipal de Laparrouquial, conseiller communautaire du Cordais et du Causse"
Jean III de Craon,1329-01-01T00:00:00Z,,1373-03-26T00:00:00Z,,archevêque
Michel de Creney,,Champagne,1409-10-13T00:00:00Z,,évêque
Antoine Crespin,,,1472-10-15T00:00:00Z,Rouen,archevêque de Narbonne
Jean de Cros,1301-01-01T00:00:00Z,France,1383-11-29T00:00:00Z,Avignon,"cardinal-évêque, évêque de Limoges"
Pierre de Cros,1320-01-01T00:00:00Z,France,1388-11-24T00:00:00Z,Avignon,"archevêque, camerlingue de la Sainte Église romaine, évêque catholique"
Robert de Dangeau,,Eure-et-Loir,1430-07-22T00:00:00Z,Nevers,évêque
Gilles Deschamps,1350-01-01T00:00:00Z,Rouen,1413-03-01T00:00:00Z,Rouen,"évêque catholique, grand aumônier de France"
Jean de Murs,1290-01-01T00:00:00Z,Normandie,1350-01-01T00:00:00Z,Paris,
Jacques Despars,1380-01-01T00:00:00Z,,1458-01-12T00:00:00Z,,
Guillaume de Dormans,,,1405-10-02T00:00:00Z,,archevêque de Sens
Jean de Dormans,1400-01-01T00:00:00Z,France,1373-11-07T00:00:00Z,Paris,"évêque, cardinal, archevêque, Chancelier de France"
Jean de Dormans,1400-01-01T00:00:00Z,France,1373-11-07T00:00:00Z,Paris,"évêque, cardinal, archevêque, Chancelier de France"
Nicolas de Bec-Crespin,1201-01-01T00:00:00Z,Normandie,1318-08-30T00:00:00Z,Avignon,"cardinal, évêque catholique"
Louis du Bellay,1445-01-01T00:00:00Z,,1504-01-01T00:00:00Z,,
Jean Dubreuil,1602-07-22T00:00:00Z,,1670-04-27T00:00:00Z,,
Pierre Du Chastel,1480-01-01T00:00:00Z,Arc-en-Barrois,1552-02-13T00:00:00Z,,"évêque catholique, évêque diocésain, grand aumônier de France, Maître de la Librairie du Roi"
Jean du Drac,,,1473-05-26T00:00:00Z,Meaux,évêque
Wilhelm von Hohenesche,1900-11-09T00:00:00Z,Linz,1978-05-27T00:00:00Z,Bienne,
Gilles du Perche,1150-01-01T00:00:00Z,,1180-01-15T00:00:00Z,,évêque
Guillaume du Perche,1150-01-01T00:00:00Z,,1226-02-18T00:00:00Z,,évêque
Q55626352,,,,,
Pierre Fabry-Chailan,1774-04-30T00:00:00Z,Aix-en-Provence,1852-01-27T00:00:00Z,Mallemort,député
Q75573221,,,,,
Guillaume de Flavacourt,1250-01-01T00:00:00Z,,1306-04-06T00:00:00Z,Rouen,"évêque, archevêque"
Robert de Foix,,,,,évêque de Lavaur
Renaud de Fontaines,,Champagne,1442-09-14T00:00:00Z,,"évêque catholique, évêque diocésain"
Renaud de Forez,1226-01-01T00:00:00Z,,1270-01-01T00:00:00Z,,
Q17130928,1609-01-01T00:00:00Z,,1660-10-09T00:00:00Z,,
Q62075896,,,,,Q62075805
Jean Fusoris,1365-01-01T00:00:00Z,Giraumont,1436-01-01T00:00:00Z,,
Germain de Ganay,1450-01-01T00:00:00Z,,1520-03-18T00:00:00Z,,"évêque catholique, évêque diocésain, évêque d'Orléans, évêque de Cahors"
Charles Maurras,1868-04-20T00:00:00Z,Martigues,1952-11-16T00:00:00Z,Tours,"majoral du Félibrige, fauteuil 16 de l'Académie française"
Jean Pierre Louis Girardin,1803-01-01T00:00:00Z,Paris,1884-01-01T00:00:00Z,Rouen,
Gilles Godefroy,1952-02-23T00:00:00Z,,,,conseiller régional du Centre-Val de Loire
Q64009679,,,1501-07-13T00:00:00Z,,"président, chanoine"
Jean d'Harcourt,,,1452-06-13T00:00:00Z,,"patriarche, évêque diocésain, archevêque de Narbonne, archevêque catholique"
Dugazon,1746-11-15T00:00:00Z,Marseille,1809-10-19T00:00:00Z,Sandillon,sociétaire de la Comédie-Française
Q68904893,,,1483-03-16T00:00:00Z,,"évêque catholique, évêque diocésain"
Guillaume de La Jugie,1317-01-01T00:00:00Z,France,1374-04-28T00:00:00Z,Avignon,"cardinal, évêque catholique"
Q19325134,1585-01-01T00:00:00Z,,1651-01-01T00:00:00Z,,
Henri Dauphin,1296-01-01T00:00:00Z,t1619606587,1328-01-01T00:00:00Z,t1619606599,évêque de Metz
Pierre de Latilly,1250-01-01T00:00:00Z,,1328-01-01T00:00:00Z,,évêque
Robert Le Coq,1310-01-01T00:00:00Z,Montdidier,1373-01-01T00:00:00Z,Calahorra,évêque de Laon
Jean Le Cornu,1505-01-01T00:00:00Z,,,,
Q58741786,,,,,
Jean Lemoine,1250-01-01T00:00:00Z,Crécy-en-Ponthieu,1313-08-22T00:00:00Z,Avignon,"évêque catholique, camerlingue du Sacré Collège"
Pierre de Longueil,1398-01-01T00:00:00Z,Paris,1474-02-16T00:00:00Z,,évêque
Gilles de Lorris,1334-01-01T00:00:00Z,,1388-11-28T00:00:00Z,,évêque
Robert de Lorris,1350-01-01T00:00:00Z,,1380-01-01T00:00:00Z,,
Q64762264,,,1473-02-14T00:00:00Z,,"évêque catholique, évêque diocésain"
Thomas Maloutas,,,,,
Guillaume Marcellin Proteau,1772-05-02T00:00:00Z,Groix,1837-09-21T00:00:00Z,Lorient,
Jacques Marcellot,1861-04-25T00:00:00Z,Paris,1953-05-24T00:00:00Z,Haute-Marne,"député de la Haute-Marne, maire d’Eurville-Bienville"
Jean de Marigny,1250-01-01T00:00:00Z,,1351-12-27T00:00:00Z,,archevêque
Jean-Marin Grégoire,1740-02-10T00:00:00Z,Le Havre,1825-03-07T00:00:00Z,Le Havre,député
Henri de Marle,1373-01-01T00:00:00Z,,1418-05-29T00:00:00Z,Paris,"Chancelier de France, Premier président du Parlement de Paris"
Jean Cocteau,1889-07-05T00:00:00Z,Maisons-Laffitte,1963-10-11T00:00:00Z,Milly-la-Forêt,"président du jury du festival de Cannes, fauteuil 31 de l'Académie française"
Pierre de Saint-Chrysogone,1110-01-01T00:00:00Z,France,1182-08-08T00:00:00Z,,"cardinal, archevêque, évêque catholique"
Guillaume de Melun,1670-01-01T00:00:00Z,,1735-01-01T00:00:00Z,,Capitaine général de Catalogne
Philippe de Melun,,,1345-04-07T00:00:00Z,,archevêque de Sens
Robert de Melun,1100-01-01T00:00:00Z,,1167-03-06T00:00:00Z,,"évêque de Hereford, évêque catholique, évêque diocésain"
Jacques de Menthonay,,Menthonnex-en-Bornes,1391-05-16T00:00:00Z,Avignon,
Jean Mercier,1825-01-10T00:00:00Z,Nantua,1899-12-20T00:00:00Z,Nantua,"député, sénateur, maire de Nantua"
Jean de Meulan,1283-01-01T00:00:00Z,Saint-Quentin,1363-11-22T00:00:00Z,,évêque
Simon-Michel Treuvé,1651-08-08T00:00:00Z,,1730-02-22T00:00:00Z,,
Pierre Mignot,1944-02-23T00:00:00Z,Montréal,,,
Jean Monnet,1888-11-09T00:00:00Z,Cognac,1979-03-16T00:00:00Z,Bazoches-sur-Guyonne,Président de la Haute Autorité de la Communauté européenne du charbon et de l'acier
Pierre de Montaut,1892-06-28T00:00:00Z,Oloron-Sainte-Marie,1974-08-18T00:00:00Z,Bayonne,
Pierre de Monteruc,1350-01-01T00:00:00Z,Donzenac,1385-05-20T00:00:00Z,Avignon,"cardinal, évêque catholique, Q50212731"
Guillaume de Montmorency-Thoré,1546-01-01T00:00:00Z,,1594-01-01T00:00:00Z,,
Jean de Montsoreau,,,1285-01-26T00:00:00Z,,archevêque catholique
Roger de Monts,1850-05-20T00:00:00Z,Toulouse,1914-12-29T00:00:00Z,,
Philippe De Moulins,1325-01-01T00:00:00Z,Moulins-Engilbert,1409-07-31T00:00:00Z,,évêque
Jean de Murol,1340-01-01T00:00:00Z,Estaing,1399-02-10T00:00:00Z,Avignon,évêque
Pierre de Narbonne,t1534506633,,t1534506635,,évêque catholique
Jean de Neuville,,,1143-01-01T00:00:00Z,,évêque
Jean-Nicolas Démeunier,1751-03-15T00:00:00Z,Nozeroy,1814-02-02T00:00:00Z,Paris,"député, membre du Sénat conservateur"
Jean Nicot,1530-01-01T00:00:00Z,Nîmes,1605-05-10T00:00:00Z,Paris,"archiviste, ambassadeur de France au Portugal"
Jean de Norry,,,1438-01-01T00:00:00Z,,archevêque
Jacques de Noyon,1668-02-12T00:00:00Z,Trois-Rivières,1745-05-12T00:00:00Z,Boucherville,
Nicole Oresme,1322-01-01T00:00:00Z,Fleury-sur-Orne,1382-07-11T00:00:00Z,Lisieux,"évêque catholique, évêque diocésain"
Pierre d'Orgemont,1315-01-01T00:00:00Z,Lagny-sur-Marne,1389-06-03T00:00:00Z,Paris,
Pierre d'Orgemont,1315-01-01T00:00:00Z,Lagny-sur-Marne,1389-06-03T00:00:00Z,Paris,
Dominique Petit,1950-12-19T00:00:00Z,,,,"maire de Montferrer, conseiller municipal de Montferrer, conseiller communautaire du Haut Vallespir"
Pierre Plaoul,1353-01-01T00:00:00Z,,1415-04-20T00:00:00Z,,évêque
Charles de Poitiers,,,1433-09-07T00:00:00Z,Dijon,évêque
Henri de Poitiers,,,1370-08-25T00:00:00Z,Troyes,évêque
Ponce,1150-01-01T00:00:00Z,,,,évêque
Q68909853,,,1496-10-11T00:00:00Z,,"évêque catholique, évêque diocésain"
Jean Prévost,1870-11-17T00:00:00Z,Mirabel,1915-07-21T00:00:00Z,Montréal,député de l'Assemblée nationale du Québec
Pierre Prévost,1901-08-13T00:00:00Z,,1990-04-12T00:00:00Z,,sénateur
Jean Quentin Duplaquet,1766-09-24T00:00:00Z,Fontaine-lès-Clercs,1835-10-30T00:00:00Z,Sarthe,membre du Conseil des Cinq-Cents
Q68910080,,,1518-11-14T00:00:00Z,,"évêque catholique, évêque diocésain"
Q68910083,,,1488-08-19T00:00:00Z,,"évêque catholique, évêque diocésain"
Gilles Rigaud de Ruffiac,,Rouffiac,1353-09-10T00:00:00Z,Paris,cardinal
Jean-Robert Gauthier,1929-10-22T00:00:00Z,Ottawa,2009-12-10T00:00:00Z,Ottawa,"député de la Chambre des communes du Canada, membre du Sénat du Canada"
Georges Guillaume Roger,1867-01-01T00:00:00Z,Paris,1943-01-01T00:00:00Z,,
Jean Pillement,1728-05-24T00:00:00Z,Lyon,1808-04-26T00:00:00Z,Lyon,peintre de cour
Nicolas Roger,1300-01-01T00:00:00Z,,1347-08-17T00:00:00Z,Avignon,archevêque
Grégoire XI,1329-01-01T00:00:00Z,Rosiers-d'Égletons,1378-04-04T00:00:00Z,Rome,pape
Thibaud de Rougemont,t1655017086,Bourgogne,1429-09-25T00:00:00Z,Rome,"évêque catholique, évêque diocésain, archevêque catholique"
Guillaume de Saint-Cloud,1300-01-01T00:00:00Z,,1301-01-01T00:00:00Z,,
Guillaume de Sainte-Maure,1140-01-01T00:00:00Z,Sainte-Maure-de-Touraine,,Sainte-Maure-de-Touraine,
Olivier Saladin,1952-01-01T00:00:00Z,Le Havre,,,
Raimond de Salg,1300-01-01T00:00:00Z,Alvignac,1375-06-01T00:00:00Z,,"archevêque, évêque catholique"
Tomislav II de Croatie,1900-03-09T00:00:00Z,Turin,1948-01-29T00:00:00Z,Buenos Aires,monarque
Thomas de Savoie-Achaïe,1323-01-01T00:00:00Z,,1362-01-01T00:00:00Z,Turin,évêque de Turin
Jacques Simonet,1963-12-21T00:00:00Z,Watermael-Boitsfort,2007-06-14T00:00:00Z,Anderlecht,"député, suppléant de l'Assemblée parlementaire du Conseil de l'Europe"
Raoul de Soissons,1210-01-01T00:00:00Z,,1270-01-01T00:00:00Z,,
Robert de Sorbon,1201-10-16T00:00:00Z,Sorbon,1274-08-22T00:00:00Z,Paris,
Jean Tabari,,,1403-01-01T00:00:00Z,Paris,"évêque catholique, évêque diocésain"
Guillaume de Thiers,1200-01-01T00:00:00Z,,1203-01-03T00:00:00Z,abbaye de Cluny,
Pierre Thomas,1305-01-01T00:00:00Z,Périgord,1366-01-14T00:00:00Z,Famagouste,archevêque
Pierre de Thury,1350-01-01T00:00:00Z,Bresse,1410-01-01T00:00:00Z,,"cardinal, évêque catholique"
Mathieu de Trie,1300-01-01T00:00:00Z,,1272-01-01T00:00:00Z,,
Arnaud de Via,1201-01-01T00:00:00Z,Cahors,1335-11-24T00:00:00Z,Avignon,cardinal
Jean de Vienne de Hautefeuille,1877-04-02T00:00:00Z,Douai,1957-09-21T00:00:00Z,France,"évêque catholique, évêque titulaire, évêque diocésain, vicaire apostolique"
Pierre de Villaines,,Bayeux,1360-09-03T00:00:00Z,,évêque
Pierre de Villaines,,Bayeux,1360-09-03T00:00:00Z,,évêque
Pierre de Villeneuve,1948-01-01T00:00:00Z,,,,président-directeur général
Philippe de Vitry,1293-11-07T00:00:00Z,Vitry-en-Artois,1361-06-17T00:00:00Z,Meaux,évêque
Jean Vivien,,Auxerre,1445-06-01T00:00:00Z,,évêque
Q56804673,,,,,
Jean de Cornouailles,1150-01-01T00:00:00Z,,,,
Jean Gillet,1918-09-16T00:00:00Z,,2011-06-17T00:00:00Z,,sénateur
Dugazon,1746-11-15T00:00:00Z,Marseille,1809-10-19T00:00:00Z,Sandillon,sociétaire de la Comédie-Française
Pierre Henry-Larivière,1761-12-06T00:00:00Z,Falaise,1838-11-03T00:00:00Z,Paris,membre du Conseil des Cinq-Cents
Thomas Maloutas,,,,,
Jean de Marigny,1250-01-01T00:00:00Z,,1351-12-27T00:00:00Z,,archevêque
Jean Monnet,1888-11-09T00:00:00Z,Cognac,1979-03-16T00:00:00Z,Bazoches-sur-Guyonne,Président de la Haute Autorité de la Communauté européenne du charbon et de l'acier
Guillaume de Montmorency-Thoré,1546-01-01T00:00:00Z,,1594-01-01T00:00:00Z,,
Jean de Montsoreau,,,1285-01-26T00:00:00Z,,archevêque catholique
Philippe De Moulins,1325-01-01T00:00:00Z,Moulins-Engilbert,1409-07-31T00:00:00Z,,évêque
Henri Wallon,1812-12-23T00:00:00Z,Valenciennes,1904-11-13T00:00:00Z,Paris,"doyen, président, député, sénateur inamovible"
Jean Baligand,,,,,
Jean Bonnefons,1554-01-01T00:00:00Z,Clermont-Ferrand,1614-01-01T00:00:00Z,,juge
Alain Soral,1958-10-02T00:00:00Z,Aix-les-Bains,,,président
